created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Tue Mar 23 11:30:56 +0000 2021,1374322769253466114,"100 kiai dan tokoh Nahdlatul Ulama (NU) Jawa Timur menjalani vaksinasi Covid-19 di Kantor PWNU Jatim, Surabaya, Selasa (23/3/2021). Para kiai menerima vaksin Covid-19 buatan AstraZeneca @KemenkesRI https://t.co/OzXmm4aSJD",2,2,23,77,in,2695463725,1374322769253466114,triwul82,https://twitter.com/triwul82/status/1374322769253466114
Tue Mar 23 09:03:02 +0000 2021,1374285549591089153,"Seratus kiai dan tokoh Nahdlatul Ulama (NU) Jawa Timur menjalani vaksinasi Covid-19 menggunakan vaksin AstraZeneca di kantor PWNU Jatim, Surabaya, Selasa (23/3/2021).  #VaksinasiAstraZeneca #VaksinUntukKita https://t.co/R1gm0LXGIv",0,2,7,44,in,175261567,1374285549591089153,Kemenag_RI,https://twitter.com/Kemenag_RI/status/1374285549591089153
Tue Mar 23 08:42:06 +0000 2021,1374280282740817923,Disuntik vaksin Covid-19? Siapa takut! Hayoo kalian sudah divaksin belum? Sebanyak 100 pegawai POLTEKPEL Surabaya gelobang 1 melaksanakan vaksinasi Covid-19 dosis 1 di Puskesmas Gunung Anyar  kemarin Senin 22 Maret 2021. https://t.co/ZaeN08Gplp,0,0,0,0,in,4905491899,1374280282740817923,poltekpel_sby,https://twitter.com/poltekpel_sby/status/1374280282740817923
Tue Mar 23 08:32:32 +0000 2021,1374277873100488704,"Seratus kiai dan tokoh Nahdlatul Ulama (NU) Jawa Timur menjalani vaksinasi COVID-19 menggunakan vaksin AstraZeneca di kantor PWNU Jatim, Surabaya, Selasa (23/3/2021).  #VaksinasiAstraZeneca #VaksinUntukKita https://t.co/iX541O1PnM",0,1,2,1,in,1325464857949347842,1374277873100488704,VaksinUntukKita,https://twitter.com/VaksinUntukKita/status/1374277873100488704
Tue Mar 23 07:11:52 +0000 2021,1374257572522332167,"Menkes Budi Gunadi Sadikin (kiri) menyaksikan proses vaksinasi COVID-19 dengan vaksin AstraZeneca kepada sejumlah kyai muda Nahdlatul Ulama (NU) di Surabaya, Jawa Timur, Selasa (23/3/2021).  Foto: Moch Asim https://t.co/KtcV7HVjn5 https://t.co/yrN1tv65R6",0,0,1,5,in,86923712,1374257572522332167,antarafoto,https://twitter.com/antarafoto/status/1374257572522332167
Mon Mar 22 08:46:27 +0000 2021,1373918989080952832,Hari ini tanggal 22 Maret 2021 telah dilaksanakan Vaksin Covid-19 untuk Dosen dan Karyawan ITATS oleh Dinas Kesehatan Kota Surabaya. Vaksin ini dilakukan sebagai bentuk pencegahan dari terpaparnya virus covid-19.  #Vaksin #Covid19 #22Maret #DinasKesehatanSurabaya #KampusITATS https://t.co/w3IkyRvge1,0,0,2,1,in,148249726,1373918989080952832,kampusitats,https://twitter.com/kampusitats/status/1373918989080952832
Mon Mar 22 05:09:51 +0000 2021,1373864479063089152,"Berdasarkan data dan hasil evaluasi, dalam setahun ini, sebanyak 810 orang perawat telah terpapar Covid-19 di Surabaya. - VIDEO: Efektivitas Vaksin Turunkan Kasus Covid-19 Nakes https://t.co/3OnnH9tVtv",0,0,0,0,in,3306771829,1373864479063089152,CNNIDdaily,https://twitter.com/CNNIDdaily/status/1373864479063089152
Mon Mar 22 02:21:00 +0000 2021,1373821986523123718,"Mau nanya kl untuk vaksin covid 19 yg mandiri di surabaya ada di rs mana ya,mungkin ada yg bisa beri info,terimakasih.",0,0,0,0,in,985989631635210240,1373821986523123718,HarimanGunawan,https://twitter.com/HarimanGunawan/status/1373821986523123718
Sun Mar 21 09:47:17 +0000 2021,1373571911066677256,"@sehatsurabayaku mohon tanya, apakah lansia dengan ktp non surabaya namun ada surat domisili dapat menerima vaksin covid-19 di surabaya?",0,0,0,0,in,143013855,1373571911066677256,anwar_konggoro,https://twitter.com/anwar_konggoro/status/1373571911066677256
Thu Mar 18 09:44:52 +0000 2021,1372484137018396675,"Panglima TNI Marsekal TNI Hadi Tjahjanto, S.I.P.,  bersama Kapolri Jenderal Pol Drs. Listyo Sigit Prabowo, https://t.co/HuipFurO0r., kembali memimpin serbuan vaksinasi bagi Prajurit TNI, Anggota Polri serta masyarakat di Surabaya  #tni #p5tni #polri #Vaksin #covid_19 #surabaya https://t.co/vN8T6U6PRV",0,3,13,77,in,594386753,1372484137018396675,Puspen_TNI,https://twitter.com/Puspen_TNI/status/1372484137018396675
Thu Mar 18 08:59:29 +0000 2021,1372472717027332098,Kedatangan beberapa pimpinan pusat ke Surabaya untuk melihat secara langsung pelaksanaan vaksin menunjukkan keseriusan pemerintah dan masyarakat kota pahlawan ini dalam upaya melawan pandemi COVID-19. https://t.co/Es6bCeNuTo,0,1,0,0,in,1232843596342022144,1372471753813880833,sehatsurabayaku,https://twitter.com/sehatsurabayaku/status/1372472717027332098
Mon Mar 15 08:30:33 +0000 2021,1371378272773279747,Suara Surabaya: Twitter Labeli Cuitan Berisi Misinformasi Vaksin Covid-19. https://t.co/pKHrivI388  w usłudze @GoogleNews,0,0,0,0,pl,2546749044,1371378272773279747,floriankwiatek,https://twitter.com/floriankwiatek/status/1371378272773279747
Mon Mar 15 07:43:44 +0000 2021,1371366489664589830,"Wakil Ketua DPRD Surabaya Reni Astuti, di Surabaya, Selasa, menilai sosialisasi vaksinasi COVID-19 di Kota Surabaya selama ini berjalan baik, sehingga mendapat respons positif dari masyarakat.  #RadioLawanCovid19 #KilasMTB #Vaksin #Surabaya #MTBfmSurabaya https://t.co/2rOVodGNTn",0,0,0,1,in,253429796,1371366489664589830,mtbfmsurabaya,https://twitter.com/mtbfmsurabaya/status/1371366489664589830
Fri Mar 12 10:50:33 +0000 2021,1370326339455098880,Sebanyak 25 Ribu Guru SD-SMP di Surabaya Bakal Terima Vaksin Covid-19 https://t.co/vttoWDD321,0,0,0,2,in,2392460208,1370326339455098880,jawapos,https://twitter.com/jawapos/status/1370326339455098880
Wed Mar 10 09:53:25 +0000 2021,1369587184236331009,Ribuan guru di Surabaya menerima vaksin Covid-19 dosis pertama via @radiomercury96 https://t.co/sT9Fro4Hej,0,0,0,0,in,102267519,1369587184236331009,radiomercury96,https://twitter.com/radiomercury96/status/1369587184236331009
Wed Mar 10 09:12:53 +0000 2021,1369576986473984003,Dewan dorong pelaku UMKM di Surabaya dapat vaksin Covid-19 via @radiomercury96 https://t.co/rAdHiL45WX,0,0,0,0,in,102267519,1369576986473984003,radiomercury96,https://twitter.com/radiomercury96/status/1369576986473984003
Tue Mar 09 14:05:03 +0000 2021,1369288125235662854,Warga Surabaya Diminta Tak Termakan Hoaks Vaksin Covid-19 https://t.co/wSeDZ1UzAz,0,0,0,2,in,47596019,1369288125235662854,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1369288125235662854
Sat Mar 06 11:44:04 +0000 2021,1368165481497042945,Giat Satlantas Polres Madiun Kota :  Melaksanakan Kegiatan Pengawalan Vaksin COVID-19 dari Surabaya Menuju Gudang Penyimpanan di Madiun @polisi_indonesia  @ditlantaspoldajatim  @polantasjatim  @polresmadiunkota52  #ayopakaimasker https://t.co/WZEY0iOi9c,0,0,0,0,in,1182653177717374976,1368165481497042945,Andikendil8,https://twitter.com/Andikendil8/status/1368165481497042945
Sat Mar 06 11:35:58 +0000 2021,1368163441135947782,Giat Satlantas Polres Madiun Kota :  Melaksanakan Kegiatan Pengawalan Vaksin COVID-19 dari Surabaya Menuju Gudang Penyimpanan di Madiun @polisi_indonesia  @ditlantaspoldajatim  @polantasjatim  @polresmadiunkota52  #ayopakaimasker  #jatimbermasker #Satlantasmadiunkota https://t.co/ATTY1jeBOt,0,0,0,0,in,1357436755054522369,1368163441135947782,HasmaraY,https://twitter.com/HasmaraY/status/1368163441135947782
Sat Mar 06 07:54:34 +0000 2021,1368107723108229122,"Perhimpunan Dokter Spesialis Patologi Klinik Dan Kedokteran Laboratorium Indonesia (PDS PatKLIn) Cabang Surabaya Bekerja Sama dengan PT. SUMMIT - MINDRAY   Webinar Vaksin COVID-19: Kondisi Saat Ini dan Tantangan Kedepan""  🗓️ Sabtu, 20 Maret 2021 ⏰   Pukul 09.00 - 12.00 WIB https://t.co/r3woohaJtp""",0,1,1,1,in,1204250065969135617,1368107723108229122,patologi_klinik,https://twitter.com/patologi_klinik/status/1368107723108229122
Fri Mar 05 05:48:26 +0000 2021,1367713593936932871,"Vaksin Covid-19, Untag jadi Perguruan Tinggi Pertama di Surabaya dapat Vaksinasi https://t.co/OhEvFKM2NW",0,0,0,0,in,712561242653597696,1367713593936932871,RRI_Surabaya,https://twitter.com/RRI_Surabaya/status/1367713593936932871
Thu Mar 04 15:01:09 +0000 2021,1367490303402405889,"Peduli dan Lindungi Sesama, Seluruh Pegawai BHP Surabaya Peroleh Suntikan Vaksin Covid-19  https://t.co/Kl5KvykEXD https://t.co/LERmHtgGzF",0,0,0,2,in,3030403537,1367490303402405889,bhpsurabaya,https://twitter.com/bhpsurabaya/status/1367490303402405889
Thu Mar 04 12:01:51 +0000 2021,1367445178491924484,"@RsBundasby permisi min mau tanya , apakah di RS Bunda Surabaya bisa melakukan vaksin covid untuk pemberangkatan abk pelayar ?",0,0,0,0,in,251011464,1367445178491924484,minniemeow09,https://twitter.com/minniemeow09/status/1367445178491924484
Thu Mar 04 06:33:45 +0000 2021,1367362610262253575,Lima Ribu Satgas Gabungan DKRTH dan Dinas Cipta Karya Surabaya Terima Vaksin Covid-19 https://t.co/sjTMu19bBk,0,0,0,5,in,848614550,1367362610262253575,e100ss,https://twitter.com/e100ss/status/1367362610262253575
Wed Mar 03 23:53:28 +0000 2021,1367261875600158721,@SapawargaSby vaksin #COVID19 tahap 2 utk pekerja sektor pariwisata di surabaya apakah sdh dibuka? Dimana saja bisa mendapat vaksin covid? Trims Min @Kemenparekraf @sandiuno #vaksinuntukkebaikanri #LansiaDiVaksin #VaksinasiAnggotaPolri #VaksinasiNasional,0,0,0,0,in,811842890200551425,1367261875600158721,dov_Now,https://twitter.com/dov_Now/status/1367261875600158721
Wed Mar 03 03:22:01 +0000 2021,1366951970896965634,"@herrysw Update, #SSInfo Kepala Dinas Kesehatan Kota Surabaya mengatakan, memang ada 253.751 vaksin Covid-19 untuk lansia dikirim. Tapi ini masih belum semua, jadi untuk sementara vaksinasi lansia ditunda dahulu. Belum diketahui kapan vaksinasi lansia akan dilaksanakan kembali.",0,1,0,0,in,3275053814,1366681120591388675,Antonius_70,https://twitter.com/Antonius_70/status/1366951970896965634
Mon May 30 01:49:06 +0000 2022,1531090291276804096,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 30 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/2EncD6bZ5I,0,0,0,0,in,79130206,1531090291276804096,jpnncom,https://twitter.com/jpnncom/status/1531090291276804096
Sun May 29 04:16:50 +0000 2022,1530765080337711104,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 29 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/Szo2aWVjmj,0,0,0,0,in,79130206,1530765080337711104,jpnncom,https://twitter.com/jpnncom/status/1530765080337711104
Sat May 28 08:46:04 +0000 2022,1530470450513723397,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 28 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya https://t.co/PwychSOCCS,0,0,0,0,in,79130206,1530470450513723397,jpnncom,https://twitter.com/jpnncom/status/1530470450513723397
Fri May 27 03:21:30 +0000 2022,1530026382377779201,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 27 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya https://t.co/71MtROmfIm,0,0,0,0,in,79130206,1530026382377779201,jpnncom,https://twitter.com/jpnncom/status/1530026382377779201
Thu May 26 08:49:03 +0000 2022,1529746422744383488,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 26 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/83opns3Xd9,0,0,0,0,in,79130206,1529746422744383488,jpnncom,https://twitter.com/jpnncom/status/1529746422744383488
Thu May 26 02:29:40 +0000 2022,1529650950855614464,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 26 Mei 2022 https://t.co/z9Sfhy5mnK,0,0,0,0,in,1442122733886664704,1529650950855614464,Zyanpatra,https://twitter.com/Zyanpatra/status/1529650950855614464
Wed May 25 05:01:00 +0000 2022,1529326644816924672,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 25 Mei 2022 #infovaksin #jadwalvaksin #vaksinasiboostersurabaya  https://t.co/2aGlUfuVzH,0,0,0,0,in,79130206,1529326644816924672,jpnncom,https://twitter.com/jpnncom/status/1529326644816924672
Wed May 25 01:57:35 +0000 2022,1529280487319031808,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 25 Mei 2022 https://t.co/POlGQM284N,0,0,0,0,in,1442122733886664704,1529280487319031808,Zyanpatra,https://twitter.com/Zyanpatra/status/1529280487319031808
Tue May 24 03:26:54 +0000 2022,1528940575336312832,#BeritaTerupdate  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 24 Mei 2022 #infovaksin #jadwalvaksin  #vaksinboostersurabaya  https://t.co/xJaI80w9HO,0,0,0,0,in,79130206,1528940575336312832,jpnncom,https://twitter.com/jpnncom/status/1528940575336312832
Tue May 24 01:11:42 +0000 2022,1528906551360114688,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 24 Mei 2022 https://t.co/my2fOU3Kfl,0,0,0,0,in,1442122733886664704,1528906551360114688,Zyanpatra,https://twitter.com/Zyanpatra/status/1528906551360114688
Mon May 23 13:24:51 +0000 2022,1528728667970732032,"VAKSIN COVID-19 KOTA SURABAYA Dosis 1, 2, 3 Moderna Tgl : 24 - 25 Mei 2022 Jam : 10.00 - 14.00 WIB Galaxy Mall 3, Lt. Ground  https://t.co/xibMZX9q6i @ sehatsurabayaku https://t.co/N6716ja3Ve",0,0,0,0,in,118056348,1528728667970732032,arifluqmanngaji,https://twitter.com/arifluqmanngaji/status/1528728667970732032
Mon May 23 11:28:33 +0000 2022,1528699400058720259,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Mei 2022 #infovaksin #jadwalvaksin  #vakinboostersurabaya  https://t.co/QHcQ8PTyo6,0,0,0,0,in,79130206,1528699400058720259,jpnncom,https://twitter.com/jpnncom/status/1528699400058720259
Mon May 23 02:39:59 +0000 2022,1528566383981629440,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Mei 2022 https://t.co/G4Uyz4UmQs,0,0,0,0,in,1442122733886664704,1528566383981629440,Zyanpatra,https://twitter.com/Zyanpatra/status/1528566383981629440
Sun May 22 08:53:36 +0000 2022,1528298018461470721,Kemenag Bersama Dinkes Kota Surabaya Pastikan Calon Jemaah Haji Sudah Vaksin Meningitis &amp  Covid-19 https://t.co/F89DwVLYVe https://t.co/2RYfzFAvYb,0,0,0,0,in,71436318,1528298018461470721,KompasTV,https://twitter.com/KompasTV/status/1528298018461470721
Sun May 22 03:44:57 +0000 2022,1528220344045412352,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Mei 2022 #infovaksin  #jadwalvaksin #vaksinbooster  https://t.co/nNDiR7rIgD,0,0,0,0,in,79130206,1528220344045412352,jpnncom,https://twitter.com/jpnncom/status/1528220344045412352
Sat May 21 06:38:50 +0000 2022,1527901716292997121,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya https://t.co/Jz3oYXP9f1,0,0,0,0,in,79130206,1527901716292997121,jpnncom,https://twitter.com/jpnncom/status/1527901716292997121
Sat May 21 01:34:43 +0000 2022,1527825179698675713,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Mei 2022 https://t.co/NV8ayvdDgr,1,0,0,1,in,1442122733886664704,1527825179698675713,Zyanpatra,https://twitter.com/Zyanpatra/status/1527825179698675713
Sat May 21 01:15:02 +0000 2022,1527820229862367232,"Anda yang ada di Surabaya Timur, manfaatkan serbuan vaksin covid 19, diadakan oleh akademi angkatan laut  angkatan 49 Morosena. Diadakan di Pakuwon City Mall, sabtu 21 mei mulai jam 10, Gratis untuk umum dengan kuota 200 dosis vaksin. https://t.co/V7k5PkH4CH",0,0,0,0,in,118056348,1527820229862367232,arifluqmanngaji,https://twitter.com/arifluqmanngaji/status/1527820229862367232
Fri May 20 10:20:38 +0000 2022,1527595146766073857,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/25E8Oz4V62,0,0,0,0,in,79130206,1527595146766073857,jpnncom,https://twitter.com/jpnncom/status/1527595146766073857
Thu May 19 23:35:35 +0000 2022,1527432810616832017,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Mei 2022 https://t.co/mejinu4GRD,0,0,0,0,in,1442122733886664704,1527432810616832017,Zyanpatra,https://twitter.com/Zyanpatra/status/1527432810616832017
Thu May 19 08:38:13 +0000 2022,1527206984508145664,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/CPtZeq7PAD,0,0,0,0,in,79130206,1527206984508145664,jpnncom,https://twitter.com/jpnncom/status/1527206984508145664
Thu May 19 00:54:00 +0000 2022,1527090158465650689,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Mei 2022 https://t.co/VJcl6vTqaT,0,0,0,0,in,1442122733886664704,1527090158465650689,Zyanpatra,https://twitter.com/Zyanpatra/status/1527090158465650689
Wed May 18 05:41:13 +0000 2022,1526800049388519424,#BeritaTerkini Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 18 Mei 2022 #infovaksinbooster #vaksinboostersurabaya  https://t.co/jJU4kCbSIj,0,0,0,0,in,79130206,1526800049388519424,jpnncom,https://twitter.com/jpnncom/status/1526800049388519424
Tue May 10 01:58:53 +0000 2022,1523844996566114304,@lutfidotmatrix Pagi kak. Untuk vaksinasi COVID-19 pada anak bisa didapatkan di seluruh Puskesmas di Kota Surabaya ya kak. Silahkan datang ke Puskesmas dengan menyertakan fotokopi KK (vaksin dosis 1) dan kartu vaksin dosis 1 (untuk vaksin dosis 2).,0,1,0,0,in,1232843596342022144,1523839220825341952,sehatsurabayaku,https://twitter.com/sehatsurabayaku/status/1523844996566114304
Wed May 04 09:09:05 +0000 2022,1521778933905051648,"Antisipasi Lonjakan Kasus Aktif Covid-19 Pasca Libur Lebaran, Pemkot Surabaya Gencarkan Swab dan Vaksin Hunter https://t.co/YLsyzoeLLW",0,0,0,0,in,498237435,1521778933905051648,KabarSiang,https://twitter.com/KabarSiang/status/1521778933905051648
Wed May 04 01:19:33 +0000 2022,1521660769137528833,"Antisipasi Kasus Covid-19 Pasca Lebaran, Pemkot Surabaya Gencarkan Swab dan Vaksin https://t.co/EZ1Pv24huZ",0,0,0,0,in,3322138490,1521660769137528833,Red_GlobalNews,https://twitter.com/Red_GlobalNews/status/1521660769137528833
Wed Apr 27 02:30:00 +0000 2022,1519141785095884800,"Para tenaga kesehatan tampak sibuk menyiapkan dan memberikan suntikan vaksin COVID-19 dosis penguat (booster) kepada warga di Toko Buku Gramedia di Surabaya, Jawa Timur, pada Selasa (26/4). Vaksin booster diwajibkan bagi pelaku perjalanan mudik berusia 18 tahun ke atas https://t.co/oWCG0phTk6",0,0,0,1,in,3271146871,1519141785095884800,XHIndonesia,https://twitter.com/XHIndonesia/status/1519141785095884800
Fri Apr 22 22:43:25 +0000 2022,1517635211781103617,Ketua Peneliti Vaksin Merah Putih Universitas Airlangga Surabaya melaporkan beberapa kendala utama dalam uji klinis Vaksin Merah Putih Covid-19. Salah satunya yaitu tingkat vaksinasi yang tinggi di Indonesia. https://t.co/phaHwOAnXr,1,0,1,5,in,69183155,1517635211781103617,detikcom,https://twitter.com/detikcom/status/1517635211781103617
Wed Apr 13 07:44:37 +0000 2022,1514147529578921987,#DPR Minta BPOM Segera Ganti Vaksin Covid-19 yang Kedaluwarsa - Suara Surabaya #Covid #Covid19 https://t.co/gNbl7fddYh,0,0,0,0,in,3231776798,1514147529578921987,beritacovid,https://twitter.com/beritacovid/status/1514147529578921987
