created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon May 30 01:49:06 +0000 2022;1531090291276804096;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 30 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/2EncD6bZ5I";0;0;0;0;in;79130206;1531090291276804096;jpnncom;https://twitter.com/jpnncom/status/1531090291276804096
Sun May 29 04:16:50 +0000 2022;1530765080337711104;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 29 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/Szo2aWVjmj";0;0;0;0;in;79130206;1530765080337711104;jpnncom;https://twitter.com/jpnncom/status/1530765080337711104
Sat May 28 08:46:04 +0000 2022;1530470450513723397;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 28 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya https://t.co/PwychSOCCS";0;0;0;0;in;79130206;1530470450513723397;jpnncom;https://twitter.com/jpnncom/status/1530470450513723397
Fri May 27 03:21:30 +0000 2022;1530026382377779201;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 27 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya https://t.co/71MtROmfIm";0;0;0;0;in;79130206;1530026382377779201;jpnncom;https://twitter.com/jpnncom/status/1530026382377779201
Thu May 26 08:49:03 +0000 2022;1529746422744383488;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 26 Mei 2022 #infovaksin #jadwalvaksin #vaksinboostersurabaya  https://t.co/83opns3Xd9";0;0;0;0;in;79130206;1529746422744383488;jpnncom;https://twitter.com/jpnncom/status/1529746422744383488
Thu May 26 02:29:40 +0000 2022;1529650950855614464;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 26 Mei 2022 https://t.co/z9Sfhy5mnK";0;0;0;0;in;1442122733886664704;1529650950855614464;Zyanpatra;https://twitter.com/Zyanpatra/status/1529650950855614464
Wed May 25 05:01:00 +0000 2022;1529326644816924672;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 25 Mei 2022 #infovaksin #jadwalvaksin #vaksinasiboostersurabaya  https://t.co/2aGlUfuVzH";0;0;0;0;in;79130206;1529326644816924672;jpnncom;https://twitter.com/jpnncom/status/1529326644816924672
Wed May 25 01:57:35 +0000 2022;1529280487319031808;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 25 Mei 2022 https://t.co/POlGQM284N";0;0;0;0;in;1442122733886664704;1529280487319031808;Zyanpatra;https://twitter.com/Zyanpatra/status/1529280487319031808
Tue May 24 03:26:54 +0000 2022;1528940575336312832;"#BeritaTerupdate  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 24 Mei 2022 #infovaksin #jadwalvaksin  #vaksinboostersurabaya  https://t.co/xJaI80w9HO";0;0;0;0;in;79130206;1528940575336312832;jpnncom;https://twitter.com/jpnncom/status/1528940575336312832
Tue May 24 01:11:42 +0000 2022;1528906551360114688;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 24 Mei 2022 https://t.co/my2fOU3Kfl";0;0;0;0;in;1442122733886664704;1528906551360114688;Zyanpatra;https://twitter.com/Zyanpatra/status/1528906551360114688
Mon May 23 13:24:51 +0000 2022;1528728667970732032;"VAKSIN COVID-19 KOTA SURABAYA Dosis 1, 2, 3 Moderna Tgl : 24 - 25 Mei 2022 Jam : 10.00 - 14.00 WIB Galaxy Mall 3, Lt. Ground  https://t.co/xibMZX9q6i @ sehatsurabayaku https://t.co/N6716ja3Ve";0;0;0;0;in;118056348;1528728667970732032;arifluqmanngaji;https://twitter.com/arifluqmanngaji/status/1528728667970732032
Mon May 23 11:28:33 +0000 2022;1528699400058720259;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Mei 2022 #infovaksin #jadwalvaksin  #vakinboostersurabaya  https://t.co/QHcQ8PTyo6";0;0;0;0;in;79130206;1528699400058720259;jpnncom;https://twitter.com/jpnncom/status/1528699400058720259
Mon May 23 02:39:59 +0000 2022;1528566383981629440;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Mei 2022 https://t.co/G4Uyz4UmQs";0;0;0;0;in;1442122733886664704;1528566383981629440;Zyanpatra;https://twitter.com/Zyanpatra/status/1528566383981629440
Sun May 22 08:53:36 +0000 2022;1528298018461470721;"Kemenag Bersama Dinkes Kota Surabaya Pastikan Calon Jemaah Haji Sudah Vaksin Meningitis &amp  Covid-19 https://t.co/F89DwVLYVe https://t.co/2RYfzFAvYb";0;0;0;0;in;71436318;1528298018461470721;KompasTV;https://twitter.com/KompasTV/status/1528298018461470721
Sun May 22 03:44:57 +0000 2022;1528220344045412352;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Mei 2022 #infovaksin  #jadwalvaksin #vaksinbooster  https://t.co/nNDiR7rIgD";0;0;0;0;in;79130206;1528220344045412352;jpnncom;https://twitter.com/jpnncom/status/1528220344045412352
